Date,Open,High,Low,Close,Volume,Adj Close,SMA(5),SMA(20),SMA(50),Diff 5-20,Diff 5-50,Signal,,Action ,Return
4/26/2012,47.88,48.51,47.78,48.48,1864000,47.92,47.086,47.7845,49.4458,-0.6985,-2.3598,SELL,,,
4/27/2012,48.57,48.84,47.99,48.28,2679300,47.73,47.218,47.7155,49.3758,-0.4975,-2.1578,SELL,,,
4/30/2012,48.12,48.74,47.55,48.45,2820400,47.89,47.55,47.6525,49.2776,-0.1025,-1.7276,SELL,,,
5/1/2012,48.36,49.58,48.36,48.83,3162100,48.27,47.9,47.566,49.1972,0.334,-1.2972,SELL,,,
5/2/2012,48.29,48.53,47.51,47.92,2515900,47.37,47.836,47.49,49.0798,0.346,-1.2438,SELL,,,
5/3/2012,47.99,48.3,46.7,47.02,4009000,46.48,47.548,47.428,48.9526,0.12,-1.4046,SELL,,,
5/4/2012,46.5,46.88,45.8,45.93,3382100,45.4,47.082,47.3395,48.798,-0.2575,-1.716,SELL,,,
5/7/2012,45.69,46.22,45.03,45.62,2781100,45.1,46.524,47.2485,48.6364,-0.7245,-2.1124,SELL,,,
5/8/2012,45.05,45.31,44.06,45.29,5065800,44.77,45.824,47.1685,48.4818,-1.3445,-2.6578,SELL,,,
5/9/2012,44.23,46.09,43.92,45.44,6715900,44.92,45.334,47.0755,48.3254,-1.7415,-2.9914,SELL,,,
5/10/2012,46.09,46.19,44.9,45.34,3944800,44.82,45.002,46.8685,48.1996,-1.8665,-3.1976,SELL,,,
5/11/2012,44.7,45.82,44.57,44.95,3811800,44.43,44.808,46.7075,48.0536,-1.8995,-3.2456,SELL,,,
5/14/2012,44.24,45,44.16,44.35,3449900,43.84,44.556,46.5225,47.9156,-1.9665,-3.3596,SELL,,,
5/15/2012,44.23,44.52,42.34,42.57,5952100,42.08,44.018,46.207,47.7716,-2.189,-3.7536,SELL,,,
5/16/2012,42.73,43.5,41.49,41.57,6254800,41.09,43.252,45.868,47.633,-2.616,-4.381,SELL,,,
5/17/2012,41.86,42.22,40.89,41,5660100,40.53,42.394,45.5075,47.4812,-3.1135,-5.0872,SELL,,,
5/18/2012,41.22,41.47,39.69,39.97,6987000,39.51,41.41,45.1295,47.2974,-3.7195,-5.8874,SELL,,,
5/21/2012,40.24,41.59,40.14,41.48,3206900,41,40.842,44.868,47.1204,-4.026,-6.2784,SELL,,,
5/22/2012,41.51,41.99,40.01,40.41,5942800,39.95,40.416,44.5395,46.946,-4.1235,-6.53,SELL,,,
5/23/2012,39.94,41.45,39.28,41.39,6529600,40.91,40.38,44.2005,46.7634,-3.8205,-6.3834,SELL,,,
5/24/2012,41.6,41.66,40.33,41.09,5577900,40.62,40.398,43.8355,46.5918,-3.4375,-6.1938,SELL,,,
5/25/2012,40.92,41.21,40.56,40.89,2192600,40.42,40.58,43.47,46.4054,-2.89,-5.8254,SELL,,,
5/29/2012,41.64,42.27,41.26,41.86,3283600,41.38,40.656,43.1445,46.2256,-2.4885,-5.5696,SELL,,,
5/30/2012,41.06,41.2,40.34,40.44,3286700,39.98,40.662,42.73,46.001,-2.068,-5.339,SELL,,,
5/31/2012,40.49,40.51,38.94,39.4,3927600,38.95,40.27,42.309,45.7712,-2.039,-5.5012,SELL,,,
6/1/2012,38.4,40.03,38.4,39.57,5071300,39.12,39.97,41.941,45.5506,-1.971,-5.5806,SELL,,,
6/4/2012,39.6,39.75,38.5,39.65,5666700,39.19,39.724,41.6305,45.3628,-1.9065,-5.6388,SELL,,,
6/5/2012,39.5,40.24,39.38,39.82,3342500,39.36,39.32,41.3435,45.1636,-2.0235,-5.8436,SELL,,,
6/6/2012,40.47,41.17,40.05,40.74,2968200,40.27,39.378,41.1185,44.9756,-1.7405,-5.5976,SELL,,,
6/7/2012,41.69,42.22,40.48,40.48,6344700,40.02,39.592,40.8735,44.7898,-1.2815,-5.1978,SELL,,,
6/8/2012,40.27,40.41,39.62,40.3,3300700,39.84,39.736,40.6245,44.6186,-0.8885,-4.8826,SELL,,,
6/11/2012,40.83,41.01,38.62,38.67,3869700,38.23,39.544,40.3145,44.401,-0.7705,-4.857,SELL,,,
6/12/2012,38.97,39.43,38.48,39.33,4292800,38.88,39.448,40.0665,44.1956,-0.6185,-4.7476,SELL,,,
6/13/2012,39.11,39.72,38.8,38.96,3051000,38.51,39.096,39.888,43.9658,-0.792,-4.8698,SELL,,,
6/14/2012,39.01,39.49,38.5,39.43,2914800,38.98,38.888,39.7825,43.7676,-0.8945,-4.8796,SELL,,,
6/15/2012,39.43,39.97,39,39.77,3039900,39.46,38.812,39.729,43.6024,-0.917,-4.7904,SELL,,,
6/18/2012,39.47,39.92,39.05,39.7,2244700,39.4,39.046,39.7235,43.447,-0.6775,-4.401,SELL,,,
6/19/2012,40,41.29,39.77,41.03,3668700,40.71,39.412,39.709,43.3228,-0.297,-3.9108,SELL,,,
6/20/2012,40.84,41.75,40.48,41.11,3911600,40.79,39.868,39.751,43.2112,0.117,-3.3432,SELL,,,
6/21/2012,40.86,40.95,39.08,39.18,3056900,38.88,39.848,39.6495,43.0532,0.1985,-3.2052,SELL,,,
6/22/2012,39.45,39.59,38.81,39.33,1588500,39.03,39.762,39.57,42.8546,0.192,-3.0926,SELL,,,
6/25/2012,38.81,38.83,38.25,38.45,2095600,38.15,39.512,39.4565,42.6646,0.0555,-3.1526,SELL,,,
6/26/2012,38.59,38.76,37.84,38.4,2218800,38.11,38.992,39.293,42.476,-0.301,-3.484,SELL,,,
6/27/2012,38.7,39.71,38.35,39.55,2042400,39.25,38.684,39.2565,42.2932,-0.5725,-3.6092,SELL,,,
6/28/2012,39.11,40.1,39.01,39.97,2273800,39.66,38.84,39.292,42.129,-0.452,-3.289,SELL,,,
6/29/2012,41.11,41.58,40.83,41.43,4841200,41.11,39.256,39.3915,41.9964,-0.1355,-2.7404,SELL,,,
7/2/2012,41.47,41.95,40.86,41.56,2368100,41.24,39.874,39.494,41.8798,0.38,-2.0058,SELL,,,
7/3/2012,41.9,43.47,41.89,43.06,4862600,42.73,40.798,39.6625,41.8098,1.1355,-1.0118,SELL,,,
7/5/2012,42.99,43.59,42.51,42.88,2408200,42.55,41.458,39.7765,41.7304,1.6815,-0.2724,SELL,,,
7/6/2012,42.22,42.4,41.65,41.93,3167000,41.61,41.848,39.856,41.6088,1.992,0.2392,BUY,,,
7/9/2012,41.66,42.03,41.03,41.31,2515200,40.99,41.824,39.9135,41.4702,1.9105,0.3538,BUY,,,
7/10/2012,41.44,42.17,39.66,40.01,6162200,39.7,41.516,39.987,41.3096,1.529,0.2064,BUY,,,
7/11/2012,40.23,40.56,39.68,39.97,2607700,39.66,40.902,40.026,41.145,0.876,-0.243,SELL,,,
7/12/2012,39.39,40.42,38.77,39.99,6749700,39.68,40.328,40.0845,40.9732,0.2435,-0.6452,SELL,,,
7/13/2012,40.17,40.81,40.11,40.54,3220500,40.23,40.052,40.147,40.8304,-0.095,-0.7784,SELL,,sell,1.38
7/16/2012,40.35,40.35,39.64,39.99,1929200,39.68,39.79,40.158,40.6944,-0.368,-0.9044,SELL,,,
7/17/2012,40.13,40.25,39.01,39.9,4385900,39.59,39.768,40.1675,40.5782,-0.3995,-0.8102,SELL,,,
7/18/2012,39.59,40.25,39.43,39.78,1781600,39.47,39.73,40.1055,40.4656,-0.3755,-0.7356,SELL,,,
7/19/2012,39.93,40.42,39.84,40.12,2207800,39.81,39.756,40.0565,40.3664,-0.3005,-0.6104,SELL,,,
7/20/2012,39.71,39.98,39.52,39.59,2068000,39.29,39.568,40.077,40.2538,-0.509,-0.6858,SELL,,,
7/23/2012,38.73,39.01,38.29,38.88,2106500,38.58,39.348,40.0545,40.129,-0.7065,-0.781,SELL,,,
7/24/2012,38.92,39.24,37.31,37.63,3056100,37.34,38.898,40.014,39.9872,-1.116,-1.0892,SELL,,,
7/25/2012,37.84,38.04,37.1,37.25,2767200,36.96,38.396,39.9565,39.8496,-1.5605,-1.4536,SELL,,,
7/26/2012,38.01,38.09,37.25,37.67,1506800,37.38,37.91,39.863,39.7556,-1.953,-1.8456,SELL,,,
7/27/2012,38.12,39.67,37.71,39.44,3927600,39.14,37.88,39.837,39.7166,-1.957,-1.8366,SELL,,,
7/30/2012,39.5,39.91,38.98,39.8,2578900,39.49,38.062,39.756,39.6958,-1.694,-1.6338,SELL,,,
7/31/2012,39.68,40.48,39.61,39.8,4923400,39.49,38.492,39.6685,39.6954,-1.1765,-1.2034,SELL,,,
8/1/2012,40.01,40.49,39.43,39.73,3860000,39.42,38.984,39.503,39.6638,-0.519,-0.6798,SELL,,,
8/2/2012,39.15,40.49,38.55,38.98,5652300,38.68,39.244,39.3095,39.6384,-0.0655,-0.3944,SELL,,,
8/3/2012,39.75,40.67,39.48,39.98,3353200,39.67,39.35,39.2125,39.6136,0.1375,-0.2636,SELL,,,
8/6/2012,40.18,41.6,40.07,40.99,3177500,40.68,39.588,39.197,39.6148,0.391,-0.0268,SELL,,,
8/7/2012,41.23,42.03,41.21,41.6,3729600,41.28,39.946,39.276,39.632,0.67,0.314,BUY,,buy,
8/8/2012,41.5,42.28,41.2,41.6,3801200,41.28,40.318,39.357,39.63,0.961,0.688,BUY,,,
8/9/2012,41.5,42.78,41.26,42.39,4586000,42.06,40.994,39.476,39.6716,1.518,1.3224,BUY,,,
8/10/2012,41.98,42.59,41.68,42.51,3750700,42.18,41.496,39.5735,39.7362,1.9225,1.7598,BUY,,,
8/13/2012,42.38,42.56,41.18,41.5,4102600,41.18,41.596,39.6485,39.7774,1.9475,1.8186,BUY,,,
8/14/2012,41.78,41.9,40.86,41.06,2730900,40.74,41.488,39.706,39.8084,1.782,1.6796,BUY,,,
8/15/2012,40.89,41.04,40.39,41.02,1869300,40.7,41.372,39.7675,39.8352,1.6045,1.5368,BUY,,,
8/16/2012,41.13,42.19,40.89,41.82,3438100,41.5,41.26,39.852,39.8598,1.408,1.4002,BUY,,,
8/17/2012,41.92,42.31,41.66,41.99,3815000,41.67,41.158,39.971,39.8928,1.187,1.2652,BUY,,,
8/20/2012,41.84,42.53,41.63,42.39,2509900,42.06,41.334,40.145,39.9372,1.189,1.3968,BUY,,,
8/21/2012,42.94,44,42.67,42.9,4456000,42.57,41.7,40.4065,40.024,1.2935,1.676,BUY,,,
8/22/2012,42.84,43.26,42.38,43.15,2063400,42.82,42.124,40.6995,40.1028,1.4245,2.0212,BUY,,,
8/23/2012,42.98,43.12,42.05,42.17,2470600,41.85,42.194,40.923,40.1696,1.271,2.0244,BUY,,,
8/24/2012,42.01,42.16,41.41,41.95,2635400,41.63,42.186,41.0475,40.2226,1.1385,1.9634,BUY,,,
8/27/2012,42.07,42.09,41.27,41.37,2259600,41.05,41.984,41.1255,40.2544,0.8585,1.7296,BUY,,,
8/28/2012,41.17,41.67,41.15,41.27,1856800,40.95,41.66,41.1985,40.2854,0.4615,1.3746,BUY,,,
8/29/2012,41.25,41.3,40.65,41.1,2085300,40.78,41.252,41.2665,40.2868,-0.0145,0.9652,BUY,,,
8/30/2012,40.62,40.79,40.18,40.3,1831300,39.99,40.88,41.332,40.2708,-0.452,0.6092,BUY,,,
8/31/2012,40.78,41.04,40.22,40.94,2162600,40.63,40.68,41.38,40.3058,-0.7,0.3742,BUY,,,
9/4/2012,40.98,40.99,40.02,40.46,1865800,40.15,40.5,41.3535,40.3282,-0.8535,0.1718,BUY,,,
9/5/2012,40.4,40.73,40.07,40.61,1296900,40.3,40.37,41.3045,40.3712,-0.9345,-0.0012,SELL,,sell,-0.98
9/6/2012,40.95,42.01,40.9,41.78,2811500,41.46,40.506,41.3135,40.4382,-0.8075,0.0678,BUY,,buy,
9/7/2012,42.36,44.08,42.3,43.92,6042200,43.58,41.224,41.3895,40.5248,-0.1655,0.6992,BUY,,,
9/10/2012,43.87,45.03,43.74,43.9,4780000,43.56,41.81,41.4585,40.6028,0.3515,1.2072,BUY,,,
9/11/2012,44.14,45.02,44.11,44.45,2647800,44.11,42.602,41.605,40.6628,0.997,1.9392,BUY,,,
9/12/2012,44.94,45,43.65,44.61,2012700,44.27,43.396,41.7815,40.7234,1.6145,2.6726,BUY,,,
9/13/2012,44.69,46.98,44.18,46.57,6887000,46.21,44.346,42.057,40.793,2.289,3.553,BUY,,,
9/14/2012,47.25,48.26,47.25,47.7,6908000,47.33,45.096,42.3485,40.8886,2.7475,4.2074,BUY,,,
9/17/2012,47.26,47.31,46.22,46.48,3424800,46.12,45.608,42.571,40.9788,3.037,4.6292,BUY,,,
9/18/2012,46.27,46.72,45.7,46.3,3437100,45.94,45.974,42.765,41.0778,3.209,4.8962,BUY,,,
9/19/2012,46.29,46.55,45.92,46.15,2423600,45.8,46.28,42.9265,41.1998,3.3535,5.0802,BUY,,,
9/20/2012,45.4,45.88,44.75,45.73,3574700,45.38,46.114,43.0545,41.3142,3.0595,4.7998,BUY,,,
9/21/2012,45.95,46.28,45.13,45.19,2197900,44.98,45.644,43.211,41.4202,2.433,4.2238,BUY,,,
9/24/2012,44.57,44.79,44.06,44.29,3726300,44.09,45.238,43.334,41.4974,1.904,3.7406,BUY,,,
9/25/2012,44.63,44.87,42.95,42.98,4330300,42.78,44.606,43.4205,41.5594,1.1855,3.0466,BUY,,,
9/26/2012,42.83,43.84,41.93,43.24,7080000,43.04,44.054,43.525,41.6284,0.529,2.4256,BUY,,,
9/27/2012,43.87,44.13,43.32,44.05,2804500,43.85,43.748,43.6785,41.716,0.0695,2.032,BUY,,,
9/28/2012,43.63,43.95,43.26,43.52,2560300,43.32,43.416,43.845,41.7862,-0.429,1.6298,BUY,,,
10/1/2012,44,44.56,43.43,43.63,2705000,43.43,43.284,43.985,41.869,-0.701,1.415,BUY,,,
10/2/2012,43.82,44.03,43,43.36,2853200,43.16,43.36,44.1355,41.9606,-0.7755,1.3994,BUY,,,
10/3/2012,43.41,43.48,42.47,42.79,3478800,42.59,43.27,44.25,42.0656,-0.98,1.2044,BUY,,,
10/4/2012,43.33,44.25,43.15,43.93,6638700,43.73,43.246,44.3635,42.201,-1.1175,1.045,BUY,,,
10/5/2012,44.34,44.6,43.48,43.81,3724500,43.61,43.304,44.365,42.3256,-1.061,0.9784,BUY,,,
10/8/2012,43.3,44.3,43.11,44.04,2221300,43.84,43.386,44.379,42.4196,-0.993,0.9664,BUY,,,
10/9/2012,44.1,45.08,44.05,44.45,5469500,44.24,43.602,44.3855,42.5146,-0.7835,1.0874,BUY,,,
10/10/2012,44.48,44.78,43.75,44,3214100,43.8,43.844,44.362,42.6008,-0.518,1.2432,BUY,,,
10/11/2012,44.51,45.55,44.19,45.17,5163200,44.96,44.09,44.2995,42.7116,-0.2095,1.3784,BUY,,,
10/12/2012,44.98,45.17,43.99,44.14,4414900,43.94,44.156,44.13,42.8168,0.026,1.3392,BUY,,,
10/15/2012,44.12,44.71,43.52,44.69,4032100,44.48,44.284,44.048,42.913,0.236,1.371,BUY,,,
10/16/2012,44.87,45.68,44.87,45.62,2606200,45.41,44.518,44.0215,43.0076,0.4965,1.5104,BUY,,,
10/17/2012,45.89,46.78,45.15,46.59,6402800,46.38,45.034,44.0505,43.1096,0.9835,1.9244,BUY,,,
10/18/2012,46.29,47.22,46.19,46.82,4083500,46.6,45.362,44.1115,43.216,1.2505,2.146,BUY,,,
10/19/2012,46.61,46.77,45.47,45.66,3641700,45.45,45.664,44.135,43.2838,1.529,2.3802,BUY,,,
10/22/2012,45.86,46.95,45.85,46.63,4476200,46.41,46.05,44.251,43.3684,1.799,2.6816,BUY,,,
10/23/2012,45.53,45.59,44.94,45.33,6090300,45.12,45.992,44.368,43.4472,1.624,2.5448,BUY,,,
10/24/2012,45.54,45.81,44.34,44.46,3381800,44.25,45.566,44.4285,43.5174,1.1375,2.0486,BUY,,,
10/25/2012,44.93,45.13,44.09,44.66,4006800,44.45,45.136,44.4585,43.5924,0.6775,1.5436,BUY,,,
10/26/2012,45.02,45.72,44.38,44.62,2853500,44.41,44.928,44.513,43.6506,0.415,1.2774,BUY,,,
10/31/2012,44.6,45.09,44.33,44.5,3230800,44.29,44.504,44.556,43.703,-0.052,0.801,BUY,,,
11/1/2012,44.72,46.32,44.65,46.19,4367800,45.98,44.676,44.697,43.7814,-0.021,0.8946,BUY,,,
11/2/2012,46.64,46.65,44.62,44.72,7676100,44.51,44.728,44.793,43.8202,-0.065,0.9078,BUY,,,
11/5/2012,44.52,45.34,44.5,44.88,2854600,44.67,44.772,44.84,43.8572,-0.068,0.9148,BUY,,,
11/6/2012,45.15,45.78,44.99,45.53,3184100,45.32,44.954,44.9255,43.9266,0.0285,1.0274,BUY,,,
11/7/2012,44.32,44.44,43.24,43.73,5875100,43.53,44.802,44.91,43.9646,-0.108,0.8374,BUY,,,
11/8/2012,43.62,43.99,42.93,43.25,4055900,43.05,44.216,44.8505,44.0046,-0.6345,0.2114,BUY,,,
11/9/2012,43.02,44.25,42.88,43.16,3245000,42.96,43.906,44.8085,44.0448,-0.9025,-0.1388,SELL,,sell,1.5
11/12/2012,43.91,44,43.34,43.49,2161700,43.29,43.63,44.725,44.095,-1.095,-0.465,SELL,,,
11/13/2012,42.8,43.44,42.62,42.65,4663600,42.45,43.056,44.6505,44.1442,-1.5945,-1.0882,SELL,,,
11/14/2012,42.88,42.91,41.3,41.44,2845000,41.25,42.6,44.489,44.1566,-1.889,-1.5566,SELL,,,
11/15/2012,41.26,41.67,40.4,40.56,4076300,40.37,42.064,44.237,44.161,-2.173,-2.097,SELL,,,
11/16/2012,40.7,41.1,39.84,40.89,3341600,40.7,41.612,43.953,44.169,-2.341,-2.557,SELL,,,
11/19/2012,41.92,42.09,41.54,42.05,3653000,41.86,41.326,43.716,44.177,-2.39,-2.851,SELL,,,
11/20/2012,41.83,42.06,41.34,41.57,2199600,41.38,41.112,43.5125,44.133,-2.4005,-3.021,SELL,,,
11/21/2012,41.44,41.98,41.34,41.87,1978700,41.68,41.198,43.276,44.0954,-2.078,-2.8974,SELL,,,
11/23/2012,42.16,42.59,42.01,42.46,1075500,42.26,41.576,43.133,44.0584,-1.557,-2.4824,SELL,,,
11/26/2012,42.08,42.57,41.83,42.23,1978100,42.04,41.844,43.0225,44.0138,-1.1785,-2.1698,SELL,,,
11/27/2012,42.03,42.51,41.68,41.73,2382200,41.54,41.78,42.877,43.9204,-1.097,-2.1404,SELL,,,
11/28/2012,41.17,42.17,41,42.13,4907700,41.94,41.892,42.7535,43.8126,-0.8615,-1.9206,SELL,,,
11/29/2012,42.52,42.96,42.17,42.46,2001000,42.26,42.008,42.652,43.7354,-0.644,-1.7274,SELL,,,
11/30/2012,42.51,42.95,42.19,42.42,1861500,42.22,42,42.464,43.661,-0.464,-1.661,SELL,,,
12/3/2012,42.64,42.87,41.79,41.85,3683100,41.66,41.924,42.3215,43.5782,-0.3975,-1.6542,SELL,,,
12/4/2012,41.78,42.47,41.58,42.09,2258500,41.9,41.996,42.183,43.5086,-0.187,-1.5126,SELL,,,
12/5/2012,42.08,42.68,41.92,42.4,2011100,42.2,42.048,42.027,43.453,0.021,-1.405,SELL,,,
12/6/2012,42.26,42.85,42.24,42.43,1607200,42.23,42.042,41.962,43.4158,0.08,-1.3738,SELL,,,
12/7/2012,42.47,43.4,42.38,42.75,1701200,42.55,42.108,41.937,43.4112,0.171,-1.3032,SELL,,,
12/10/2012,42.53,43.75,42.24,43.53,2722000,43.33,42.442,41.9555,43.417,0.4865,-0.975,SELL,,,
12/11/2012,43.75,44.32,43.49,44.12,2223700,43.92,42.846,41.987,43.4184,0.859,-0.5724,SELL,,,
12/12/2012,44.26,44.83,44.08,44.15,3597600,43.95,43.196,42.062,43.431,1.134,-0.235,SELL,,,
12/13/2012,44,44.4,43.69,43.83,3798200,43.63,43.476,42.181,43.435,1.295,0.041,BUY,,buy,
12/14/2012,43.65,44.83,43.65,44.57,2620300,44.36,43.838,42.3805,43.459,1.4575,0.379,BUY,,,
12/17/2012,44.68,44.99,44.28,44.55,2578400,44.34,44.04,42.5625,43.494,1.4775,0.546,BUY,,,
12/18/2012,44.66,45.39,44.63,45.31,3217400,45.1,44.276,42.7245,43.5214,1.5515,0.7546,BUY,,,
12/19/2012,45.2,45.62,44.94,45,2072500,44.79,44.444,42.895,43.545,1.549,0.899,BUY,,,
12/20/2012,44.8,45.12,44.53,45.1,3035200,44.89,44.696,43.0555,43.566,1.6405,1.13,BUY,,,
12/21/2012,43.97,44.43,43.92,44.42,2030600,44.42,44.708,43.1635,43.5696,1.5445,1.1384,BUY,,,
12/24/2012,44.07,44.4,43.97,44.18,756000,44.18,44.676,43.2705,43.5772,1.4055,1.0988,BUY,,,
12/26/2012,44.44,45,44.43,44.63,1509400,44.63,44.582,43.425,43.5706,1.157,1.0114,BUY,,,
12/27/2012,44.71,44.86,43.82,44.26,1870400,44.26,44.476,43.541,43.577,0.935,0.899,BUY,,,
12/28/2012,43.93,44.04,43.56,43.6,2191400,43.6,44.218,43.608,43.5594,0.61,0.6586,BUY,,,
12/31/2012,43.61,45.42,43.54,45.13,3535700,45.13,44.36,43.7535,43.5538,0.6065,0.8062,BUY,,,
1/2/2013,46.51,46.93,46.04,46.4,2274900,46.4,44.804,43.9905,43.5542,0.8135,1.2498,BUY,,,
1/3/2013,46.3,46.88,45.77,45.93,2410600,45.93,45.064,44.192,43.5408,0.872,1.5232,BUY,,,
1/4/2013,45.84,46.64,45.84,46.58,3065300,46.58,45.528,44.411,43.5634,1.117,1.9646,BUY,,,
1/7/2013,46.26,46.98,46.19,46.68,1922800,46.68,46.144,44.6335,43.5688,1.5105,2.5752,BUY,,,
1/8/2013,46.69,46.78,45.75,45.92,2181200,45.92,46.302,44.802,43.5848,1.5,2.7172,BUY,,,
1/9/2013,46.2,46.27,45.64,46.09,3159100,46.09,46.24,44.94,43.6216,1.3,2.6184,BUY,,,
1/10/2013,46.44,46.44,45.8,46.06,2031500,46.06,46.266,45.047,43.6538,1.219,2.6122,BUY,,,
1/11/2013,45.85,45.88,45.19,45.3,2760300,45.3,46.01,45.1145,43.6716,0.8955,2.3384,BUY,,,
1/14/2013,45.46,45.74,44.88,44.93,1913000,44.93,45.66,45.1795,43.6844,0.4805,1.9756,BUY,,,
1/15/2013,44.76,45.43,44.7,45.35,1756600,45.35,45.546,45.229,43.6718,0.317,1.8742,BUY,,,
1/16/2013,45.55,45.55,44.59,44.92,1769500,44.92,45.312,45.258,43.68,0.054,1.632,BUY,,,
1/17/2013,45.18,45.39,44.84,45.23,2723300,45.23,45.146,45.2645,43.6912,-0.1185,1.4548,BUY,,,
1/18/2013,45.36,45.53,45.1,45.51,1836800,45.51,45.188,45.3005,43.695,-0.1125,1.493,BUY,,,
1/22/2013,45.63,46.21,45.33,46.13,3663500,46.13,45.428,45.3625,43.747,0.0655,1.681,BUY,,,
1/23/2013,46.13,46.13,45.56,45.64,1787600,45.64,45.486,45.4235,43.7988,0.0625,1.6872,BUY,,,
1/24/2013,45.62,45.78,44.54,44.78,2604000,44.78,45.458,45.4535,43.8352,0.0045,1.6228,BUY,,,
1/25/2013,44.87,44.87,44.24,44.69,3598700,44.69,45.35,45.4565,43.8632,-0.1065,1.4868,BUY,,,
1/28/2013,44.8,44.8,43.73,43.93,2675600,43.93,45.034,45.44,43.8928,-0.406,1.1412,BUY,,,
1/29/2013,44.08,44.81,44.07,44.35,2708800,44.35,44.678,45.4775,43.9548,-0.7995,0.7232,BUY,,,
1/30/2013,44.6,44.91,43.41,43.55,5436100,43.55,44.26,45.3985,44.0184,-1.1385,0.2416,BUY,,,
1/31/2013,43.44,43.97,43.42,43.87,2582100,43.87,44.078,45.272,44.0818,-1.194,-0.0038,SELL,,sell,0.24
2/1/2013,44.33,44.6,43.99,44.37,2214200,44.37,44.014,45.194,44.132,-1.18,-0.118,SELL,,,
2/4/2013,44,44.25,43.72,43.88,2239600,43.88,44.004,45.059,44.182,-1.055,-0.178,SELL,,,
2/5/2013,43.91,44.04,43.61,43.69,1857000,43.69,43.872,44.9095,44.2222,-1.0375,-0.3502,SELL,,,
2/6/2013,43.53,44.7,43.53,44.55,2877200,44.55,44.072,44.841,44.268,-0.769,-0.196,SELL,,,
2/7/2013,44.6,44.62,44.03,44.31,1585400,44.31,44.16,44.752,44.3134,-0.592,-0.1534,SELL,,,
2/8/2013,44.4,44.51,44.22,44.4,972100,44.4,44.166,44.669,44.3706,-0.503,-0.2046,SELL,,,
2/11/2013,44.15,44.43,44,44.39,1222000,44.39,44.268,44.6235,44.4196,-0.3555,-0.1516,SELL,,,
2/12/2013,44.23,44.85,44.11,44.61,1535800,44.61,44.452,44.6075,44.4666,-0.1555,-0.0146,SELL,,,
2/13/2013,44.54,44.57,43.8,44.07,2912700,44.07,44.356,44.5435,44.5036,-0.1875,-0.1476,SELL,,,
2/14/2013,44,45.12,44,44.96,2534100,44.96,44.486,44.5455,44.5696,-0.0595,-0.0836,SELL,,,
2/15/2013,44.75,44.96,44.19,44.38,2570500,44.38,44.482,44.503,44.6192,-0.021,-0.1372,SELL,,,
2/19/2013,44.47,44.57,43.66,43.97,4500800,43.97,44.398,44.426,44.6546,-0.028,-0.2566,SELL,,,
2/20/2013,43.67,43.76,41.72,41.85,6694300,41.85,43.846,44.212,44.647,-0.366,-0.801,SELL,,,
2/21/2013,41.63,42.02,41.15,41.46,5159500,41.46,43.324,44.003,44.6252,-0.679,-1.3012,SELL,,,
2/22/2013,41.76,41.84,41.04,41.47,2578500,41.47,42.626,43.8375,44.588,-1.2115,-1.962,SELL,,,
2/25/2013,41.85,41.9,40.38,40.43,3278300,40.43,41.836,43.6245,44.5182,-1.7885,-2.6822,SELL,,,
2/26/2013,40.75,40.8,40.05,40.72,2847900,40.72,41.186,43.464,44.4536,-2.278,-3.2676,SELL,,,
,,,,,,,,,,,,,,total ,2.14
